;122812;122237;122846;123784;124518;123421;122754;120095;124857
;121748;123407;122231;124537;122930;122128;121844;123206;121997
;124767;124017;122425;122942;122533;119987;124778;124663;121378
;123066;123500;122242;125346;125228;122683;125212;123691;123902

input8;124424;123905;125297;125417;124785;123108;125593;124361;126303
;124907;123815;124752;125293;123480;123951;125851;123662;125504
;125711;126957;123791;124931;124910;126936;123615;122477;124592
;126138;125274;125109;126161;123173;123816;125522;123871;124004
;126020;125415;123873;123852;124709;124019;126057;125316;126023
;123050;126178;125988;128350;126194;124984;125157;124484;124880
;127315;126536;126777;126800;123343;125112;127647;124020;127753
;125467;126524;126694;124448;125977;125063;127436;127665;125009
;124683;125561;127282;126142;125774;123611;127553;126375;124759

input9;102941;102136;105131;102760;103816;103679;104897;105681;104638
;103184;103714;102903;103913;102440;102457;104574;102945;103714
;103827;103451;103392;103139;104544;103602;103781;103578;102895
;105067;102944;103547;102842;102309;104632;102429;105312;103003
;103651;103765;102853;103347;104956;102306;102395;104303;103189
;103466;102151;104531;102873;102184;104168;102635;105527;101943
;103703;102771;103675;103565;105136;103124;105548;102973;103525
;107267;103866;103263;103174;106043;102228;106453;104135;106525
;104914;103404;102159;104019;103820;105183;103671;104466;105906

input10;110143;109116;110206;113135;111085;111179;110101;108530;109606
;110367;109257;108119;113509;113223;110530;108478;111081;113334
;112301;109874;109594;112628;107606;110025;109467;111760;113622
;109888;108959;112318;109685;108894;106716;112139;113195;111709
;107919;110349;110130;110459;110387;111101;109030;112107;112204
;112461;110867;110668;109619;110800;110091;108873;108300;109161
;110932;110884;113216;107867;110221;112099;112473;111029;110380
;108367;111909;110405;109727;111694;110878;111364;108761;111437
;111573;110893;111292;111280;114580;110360;109392;112583;109832

input11;126198;126526;128125;124820;127139;126943;125434;125897;126689
;127415;124987;127802;125751;126141;125715;126435;126479;125964
;125623;127856;125206;125679;126851;125661;124893;124345;126079
;126984;126088;126268;128767;125512;126010;127082;125325;127449
;127019;124870;126119;128172;127448;126767;126397;126157;126272
;127271;126222;125660;125916;126941;126632;124839;125257;128247
;126169;125108;124507;125941;126439;127022;126614;125842;126420
;125491;126386;125680;127142;126340;126854;125936;127355;126840
;127777;125850;125863;127098;126157;125961;127356;126077;125379

input12;128878;129915;130177;128008;130338;129225;129697;127333;130842
;128614;129054;129903;128672;130315;129723;130093;129102;127692
;127885;128673;128039;130067;128346;129276;129608;130057;128885
;130203;129749;130250;128362;128657;127273;128141;128761;128530
;130659;129570;128956;131447;128986;127094;128056;129908;128457
;129576;128617;128670;128996;130007;129576;129573;128755;129157
;130992;129287;129037;128902;131796;132101;128794;130052;129601
;129194;128934;128704;130183;128607;129625;127936;129129;127675
;128865;129052;129712;127977;129809;129439;130955;128960;129624

input13;137771;133079;132125;134587;133218;137192;133058;134294;135623
;133077;134265;131780;134261;134005;133705;132145;133276;133813
;133594;131364;133670;134630;131150;135105;132578;132088;132728
;132787;132721;134536;133560;132613;135778;134350;134083;133412
;132633;133975;133097;132363;134844;132659;134166;135728;134318
;132403;132850;133214;137587;132992;131903;133533;135676;131866
;135698;136957;133600;133341;132421;136111;131402;133072;131613
;132015;134338;133461;135161;134407;132316;132324;133433;132502
;133229;132140;131487;134268;138035;133811;132514;134336;137914

input14;140346;143625;144269;140776;142943;145106;144008;142663;142399
;142824;140191;140892;139954;142375;144098;141680;140921;141798
;142040;140119;141168;142906;141400;142376;141075;141314;140634
;141682;141018;141287;143233;141014;141378;140005;141305;144084
;142748;141062;139426;140850;141641;141370;141269;142033;144369
;140115;142635;142038;142292;141738;141373;141135;141712;140329
;139945;140600;140746;141390;141241;142738;142298;140983;140523
;140727;142445;140766;141312;141310;139893;141367;139690;141685
;142150;140477;141998;140461;141899;141303;141951;140849;140599

input15;126956;125624;126178;126658;127088;125593;127066;125299;126552
;126277;126795;125942;126253;125309;126558;125797;126532;124653
;125773;126286;126790;124119;126394;125483;124549;125992;125682
;124317;123820;124906;125922;125722;125247;124009;125275;125004
;124524;125593;125160;124682;124492;125240;126009;125121;124847
;127251;125867;125596;126079;126779;125261;124942;124470;126646
;126482;124815;126965;126159;125185;124743;125284;126028;126388
;126708;126219;126436;125019;127621;125970;125555;126110;125571
;126627;125376;124841;126493;125864;125643;126755;125715;124375

input16;422985;427485;428254;429796;427324;428551;427493;431380;434234
;425762;428955;425564;430116;422887;430613;433662;428514;437011
;427295;424064;430201;422313;425555;427905;426824;425736;423362
;424644;425198;426871;424500;425956;427702;428514;425924;431843
;425691;430360;434041;423408;424285;431205;424696;425351;424401
;420822;429211;424022;427478;426303;424626;421022;429318;431114
;426564;420110;426584;428971;430500;427548;421893;426523;425502
;428122;423321;428984;425999;428037;429847;429919;426483;425757
;428818;424139;428029;431061;426215;426800;430213;425541;425238

input17;396186;398598;399705;398885;403443;399744;399970;405596;407418
;394875;396318;396216;399552;403104;398313;401366;397323;399195
;396628;393308;394625;393740;394560;394970;398159;401706;402889
;393916;393033;396618;396184;396148;395772;398930;396661;400270
;399753;390268;395031;396972;394260;397184;397396;395094;398797
;392231;396239;396640;394590;398111;401288;391221;403022;393484
;393589;393491;395252;393628;401438;397220;397379;398984;398952
;393677;394050;392274;395133;393199;398544;394150;395658;395201
;391987;395481;395999;396020;396503;395076;397880;396882;397731

input18;461077;464733;458858;465505;458442;460275;469760;468299;467600
;455688;461898;460549;458906;464262;459396;460205;464452;460922
;457757;454646;459923;463655;466277;459801;464027;461287;457785
;462450;463239;464071;463099;460826;464058;455805;457762;458144
;464645;463015;466055;459739;461752;457219;463684;462296;465639
;460444;461632;464978;457808;457534;458613;462470;462073;465688
;457091;461740;463284;464654;459015;463582;464441;458721;461013
;461815;458678;458485;464531;457256;458402;458775;460347;459284
;460849;458633;454651;458728;460947;463910;459380;464025;460706

input19;411186;410203;412978;411929;418390;411070;414120;415528;425469
;409854;412749;410511;414833;411516;412607;412678;414132;414013
;411663;412320;409990;409582;411783;410715;417495;412638;410330
;410024;412874;410955;410670;409937;410046;411945;411375;415849
;410799;411862;410809;410825;412217;413318;412095;410764;411892
;416361;409730;412276;411456;411696;413763;414403;412567;411157
;415458;412816;414883;409475;413864;411194;410847;411712;410421
;411253;411566;411166;410804;414308;410299;411632;410956;412926
;418226;410419;411798;418052;408864;411963;411884;411272;408894

input20;434337;432494;431836;432876;438081;433560;433990;434085;439962
;430175;430511;433093;430312;435628;434438;434500;433942;433937
;433952;429566;431243;427781;430340;430131;433487;433414;435229
;432222;430074;434053;430235;432402;429061;434982;436555;434892
;437703;432448;430630;433491;430163;431510;432117;437745;432705
;430946;429868;431894;432001;432972;429360;429961;435750;433816
;430196;427854;429620;429507;434021;432192;442282;430821;433013
;434202;427745;430994;428775;431912;425923;431345;436512;428496
;431208;434486;433541;429356;435342;430974;432186;432766;430666

input21;83613;83533;83227;83620;83384;83591;83431;83183;83329
;83386;82992;83454;83318;83246;83702;83381;83276;83522
;83192;83529;83513;83268;83107;83215;83565;83560;83488
;83588;83553;83176;83023;83083;83218;83301;83279;83589
;83663;83600;83237;83055;83283;83272;83403;83269;83277
;83034;83373;83222;83437;83582;83435;83645;83149;83313
;83242;83184;83595;83179;83541;83348;83157;83260;83695
;83253;83038;83250;83196;83650;83441;83180;83414;83224
;83246;83017;83188;83033;83104;83256;83690;83280;83540

input22;83207;83109;83163;83359;83581;83579;83380;83508;83714
;82890;83194;82998;83774;83622;83331;83796;83992;83112
;83461;83274;82760;83321;83030;83055;83058;83363;83366
;83526;83113;82977;82919;83448;83037;83261;83682;83123
;82831;83148;83156;82911;83328;83255;82925;83311;83521
;82943;83453;82720;83008;83036;82714;83424;83363;82856
;82929;82759;83349;82869;82895;83471;82996;83038;83143
;82757;83150;82929;83162;83125;82822;82670;83125;83208
;82882;82698;82931;83732;83296;82878;83294;83087;83495

input23;83727;84615;84222;84814;84975;85338;84265;85621;85034
;84362;83900;84573;84650;84128;84391;84584;84084;85397
;83652;83843;84147;83688;84024;84293;84781;83979;83940
;84700;84369;84982;84744;83871;83848;85116;84496;84568
;84703;84090;84351;85399;85686;84363;85200;84611;84109
;84695;84366;84826;83797;85275;84341;84811;84779;84983
;84075;83839;83796;83973;84158;84317;85312;84119;86010
;83043;84613;83738;83833;84233;84295;83818;85558;83938
;83991;83647;84196;84140;84745;83809;83858;84186;84920

input24;85335;85669;86344;86501;86801;86542;85989;87230;86996
;86719;86374;86981;85319;87036;87262;85710;85895;86582
;86370;87512;85214;85589;87045;86112;85866;87844;85682
;85706;87230;86608;86786;85904;85727;85682;86164;87888
;85960;85240;86649;85603;86945;85389;85699;84900;87341
;85409;85757;85383;86626;89130;85841;85330;85427;85576
;85544;85683;86585;86354;85755;87493;86434;85791;86871
;86439;85456;87054;85384;84961;86042;87778;86344;87396
;85592;86487;86782;85820;86992;86128;85609;86195;86100

input25;84193;84836;84306;84303;84322;84000;84341;84256;85217
;84630;84782;84785;84260;84413;84026;83675;84639;84577
;84020;84256;84724;84758;83808;84906;84266;84358;84097
;84234;84320;84864;83885;83803;84383;84126;83798;84630
;84719;84130;84201;84047;84314;84856;84315;84698;84608
;84224;84614;84947;84790;84498;84676;84681;85226;84369
;84394;83727;84137;84765;84192;84030;83611;84138;85143
;85122;83986;83849;84349;84236;85069;85282;84478;84374
;84799;84115;84629;83785;85061;84472;84037;83853;84204

input26;93834;94583;95025;94734;93033;95195;97095;95970;96425
;93055;93659;93546;94166;95841;96772;99448;94651;94772
;93682;94433;94109;93792;93957;92924;92595;94374;96297
;93375;92963;94149;94829;95714;93580;94466;95230;94930
;94470;93533;93175;92677;93699;95313;94371;94708;95216
;93426;94522;93518;92305;94733;93864;94176;94307;96187
;94260;93059;94962;93759;94451;94807;93197;92773;94691
;93838;94065;93617;93840;94310;97761;94717;93446;93675
;93584;94749;95454;95941;94739;95341;93824;94212;94493

input27;93388;93120;92983;90532;93105;91941;92041;93927;91252
;91982;91260;93110;91932;92930;91973;94761;97974;93145
;90649;92475;91577;90571;91844;93013;91880;91790;90920
;92028;92381;91165;91926;92793;91399;92940;91011;93440
;92985;92168;90446;91534;93370;93331;93130;94458;92715
;95241;92852;91109;91006;91923;91479;93616;91892;95214
;91114;91627;91480;92069;91767;91151;93056;93629;92256
;95915;92732;92869;91410;91510;92212;94500;92907;91632
;93782;92982;91498;91700;91331;91597;92145;91691;92628

input28;105034;103878;104441;103355;104521;107932;105398;104599;107436
;106769;104279;102252;106965;105026;106776;104521;106872;105963
;105075;105894;103944;105357;104571;105047;104363;106848;103695
;106344;104075;103815;105191;107224;103943;105972;105782;104192
;104053;104041;105633;102768;106984;105643;106652;104905;105530
;103681;104396;108636;104578;102491;105592;104520;105221;106152
;105444;107132;103962;106906;105331;104641;105147;107451;104984
;105899;105582;105891;104860;103960;102960;105588;104437;104816
;105385;105132;105864;107511;104356;104309;106952;104347;103437

input29;101295;100428;101001;101646;102250;102320;100658;105453;105892
;102000;101834;101510;101509;102893;101688;102938;101634;102315
;102344;102603;105471;103877;103671;104102;101628;100828;102975
;99575;102621;101387;102842;103738;102545;102237;101325;100412
;103074;103392;101597;101287;101709;102895;101702;101042;101278
;101532;101820;101224;103945;102588;102635;101435;101705;104025
;102054;102315;103350;102240;102081;101372;103428;101461;102438
;101906;102154;101278;100570;103057;104748;100433;101750;101854
;101058;104061;102185;101455;102996;102395;102335;104637;102510

input30;103896;104621;102902;102207;103831;105655;104988;104576;104508
;104750;104933;104620;104827;104398;104720;106851;105925;105823
;104313;106365;104976;105140;104095;103867;108266;106598;104509
;104485;104242;102643;107157;102585;103598;105226;105492;105803
;105086;106581;104076;105474;103515;106839;103841;105357;104178
;104024;103153;104485;106345;103316;103454;106770;102986;104979
;106220;102763;103310;106297;104704;105866;104516;104342;106005
;105654;104969;104897;105518;103509;105172;104348;106426;103077
;104917;104652;102284;105604;104330;102472;105972;103847;104219

input31;114479;117474;115322;115392;115184;115061;114070;117429;114933
;121827;123253;116622;114748;115708;116336;116632;116049;114698
;121278;117853;117262;116265;114054;115690;114774;114522;121889
;121597;125976;125605;116879;118724;116708;114775;116965;116773
;120945;120911;119610;117390;120573;116742;116599;116267;115817
;123379;124655;120363;120313;119640;119938;120886;117863;122952
;124908;122541;122953;123118;121898;121546;118348;120547;116933
;120385;120981;120646;120742;119717;122989;120264;123065;117999
;125569;121455;123915;123042;121899;120566;121305;119588;119983

input32;127847;127319;128507;127076;127050;127396;125538;128494;126857
;129004;129904;125027;129012;126826;127263;125513;127487;126133
;127500;131851;128849;128242;126023;125566;128021;127028;126240
;130441;128295;129352;127682;126001;128195;127767;128953;126668
;133646;134763;127696;128439;127002;127901;126768;125897;128281
;137087;129869;135068;127795;127636;125555;127410;126240;126807
;136033;144169;137292;132829;133691;129181;130508;132603;126084
;134797;137631;135653;128337;127645;135272;128796;127988;129194
;130688;134060;133239;134049;129688;131959;130133;128868;125511

input33;126595;126033;127297;127981;130241;126735;127176;129576;131281
;130078;137120;127754;130642;125509;126050;127975;128017;129021
;134028;133422;130033;127514;127363;125225;126360;126137;124294
;133906;134978;139814;129133;126765;127068;128886;134185;128487
;142782;134286;135892;132377;133663;127951;130217;131692;128109
;137677;136481;133730;135328;130331;130997;128716;129067;128218
;135299;130216;133735;131142;131594;129946;130903;130461;128845
;137435;132006;134494;133107;137553;130591;133218;137523;128920
;137111;135887;132551;135610;130998;132319;133169;131025;129602

input34;136258;138012;134818;132677;133517;134895;136428;135880;137213
;138984;138543;137127;136361;133781;135219;135315;133587;136843
;144692;139264;137599;139303;134921;137957;137613;136268;133957
;141006;140495;138551;141821;136591;137767;135983;136797;134669
;142644;142935;141193;138596;138560;139363;137027;135485;134924
;141638;142190;141917;136565;137427;137391;140419;137823;135504
;143753;140867;141036;142662;138825;139464;139637;140673;139453
;147527;142132;144224;141083;137278;140270;140901;140844;136214
;143439;142600;141702;140333;142001;138940;141826;139212;140472

input35;133089;131517;130663;132221;135167;129741;132357;130684;131742
;134605;133108;134398;130437;132188;134141;132495;129469;132839
;137159;131926;131876;132483;132933;130488;131991;131957;131980
;136836;132125;134892;133838;133574;132156;133248;132226;132286
;137445;133754;135032;133721;134129;133150;133621;133484;131949
;137096;134697;135947;134733;133785;132949;133160;132869;134326
;136342;136766;136352;135293;134481;133713;134158;134300;134964
;138642;135603;136342;135449;134681;134550;133389;133299;134872
;137033;133312;134770;134302;136624;133223;135259;134545;135014

input36;409848;402791;414486;406686;406119;413093;416064;407810;411718
;412575;408199;408653;413954;411636;409498;413598;411843;411315
;411293;414542;413175;407552;408869;410384;410659;413339;411195
;411090;414232;406221;407290;416523;409710;415445;410863;407821
;415111;410586;414697;414046;411470;410191;410307;407865;411011
;416961;413333;417783;417687;413621;412742;414303;413431;410098
;414950;411261;414975;410504;407356;411460;414032;411826;413873
;418143;418903;416170;411875;408174;414222;409741;414409;409588
;421441;408907;415897;415474;414908;415831;412000;411636;412309

input37;382919;383990;378275;380206;375435;375442;369863;379323;370856
;392824;382881;388683;378851;384913;385459;378608;375668;363461
;395813;393124;387073;386256;382964;379691;388176;385618;383743
;392484;396104;390377;379112;392329;386670;387147;391052;374553
;392825;384572;390712;385406;384307;382674;389078;382260;384606
;391247;389637;389839;388112;386503;387677;389301;397471;384916
;397302;384804;397651;388622;388246;386265;380533;386877;383751
;401421;393711;394172;389633;385415;391492;390119;392685;380718
;397819;394889;384622;384021;384562;387756;381453;390076;391853

input38;369772;367542;367636;361754;370404;356981;374102;368522;363418
;372948;369930;370459;367302;363043;368640;370131;369294;354730
;372024;373380;371181;374185;371613;370678;364233;367719;366524
;373857;368614;370521;370092;372133;371312;370785;371990;370871
;373473;376833;374557;373542;374778;366728;368631;371628;366873
;378922;378403;372350;376673;372083;369294;371204;372711;368900
;375582;381296;372061;377698;375928;378706;374998;370996;372759
;379743;377743;373874;374628;373500;370473;373226;378743;371789
;378945;378498;371685;364311;374454;372147;379846;373706;372589

input39;434059;433714;431237;444763;433574;433147;435557;423734;437331
;447720;445581;435431;427269;438359;437013;437996;435305;437721
;452281;452661;445389;448033;442699;436159;441018;437940;449970
;446949;443884;448632;440628;450403;443013;441981;439392;428090
;445193;453358;437021;440998;447923;437197;429752;441045;431477
;450795;451417;444130;447685;443527;448457;445589;443226;452114
;462371;459422;443086;444883;446172;446454;443917;448910;447325
;452402;457747;448750;448446;444831;447763;441779;445301;442686
;454624;457736;448704;454332;452779;441966;453503;448947;449183

input40;376136;382447;367310;370833;375732;375672;372407;357205;372892
;378782;375488;373694;375706;369079;378076;361254;384774;367587
;375223;378914;368644;366811;378911;373371;373897;379141;375004
;372136;373368;379798;387855;364984;376095;376398;379671;371264
;373755;381894;388163;372160;376037;364400;374663;381776;368300
;376051;371326;383349;383338;371474;367499;373789;369169;377220
;384975;381555;382465;381163;382561;372859;374162;377427;388227
;385338;385395;374863;384102;377257;374568;381268;376785;376815
;382862;370868;384630;385614;377919;377476;368236;383511;378457

